SMI,canonical_smi,lambda_max_exp_nm,extinction,solvent
CCC(c1c2c(ccc1C(CC)(C)C)oc1c(c2=O)cccc1)(C)C,CCC(C)(C)c1ccc2oc3ccccc3c(=O)c2c1C(C)(C)CC,654.0,,EtOAc
O=c1oc2ccccc2cc1C(=O)c1ccccc1,O=C(c1ccccc1)c1cc2ccccc2oc1=O,414.0,,EtOAc
COC(=O)c1ccccc1C(=O)OC,COC(=O)c1ccccc1C(=O)OC,305.0,,EtOAc
COC(=O)c1cc(ccc1C(=O)OC)C(=O)OC,COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1,311.0,,EtOAc
c1ccc2c(c1)oc1c2cccc1,c1ccc2c(c1)oc1ccccc12,393.0,,EtOAc
Clc1ccccc1c1ccccc1,Clc1ccccc1-c1ccccc1,356.0,,EtOAc
[O-]C(=O)Cc1ccccc1c1ccccc1,O=C([O-])Cc1ccccc1-c1ccccc1,371.0,,EtOAc
Brc1ccc(cc1)c1ccc(cc1)Br,Brc1ccc(-c2ccc(Br)cc2)cc1,399.0,,EtOAc
Brc1ccc2c(c1)Cc1c2ccc(c1)Br,Brc1ccc2c(c1)Cc1cc(Br)ccc1-2,411.0,,EtOAc
c1ccc(cc1)C#Cc1ccccc1,C(#Cc1ccccc1)c1ccccc1,406.0,,EtOAc
c1ccc2c(n1)c1ncccc1cc2,c1cnc2c(c1)ccc1cccnc12,440.0,,EtOAc
c1ccc2c(c1)cnc1c2cccc1,c1ccc2c(c1)cnc1ccccc12,462.0,,EtOAc
Brc1ccccc1c1ccc(cc1)c1ccccc1,Brc1ccccc1-c1ccc(-c2ccccc2)cc1,466.0,,EtOAc
CCOC(=O)c1ccc2c(c1)cccc2,CCOC(=O)c1ccc2ccccc2c1,425.0,,EtOAc
N#Cc1cc2ccccc2c2c1cccc2,N#Cc1cc2ccccc2c2ccccc12,489.0,,EtOAc
CCOC(=O)c1cccc2c1cccc2,CCOC(=O)c1cccc2ccccc12,443.0,,EtOAc
N#Cc1cccc2c1cccc2,N#Cc1cccc2ccccc12,443.0,,EtOAc
c1ccc(cc1)c1ncc(o1)c1ccccc1,c1ccc(-c2cnc(-c3ccccc3)o2)cc1,493.0,,EtOAc
c1ccc2c(c1)c1cccc3c1c2ccc3,c1ccc2c(c1)-c1cccc3cccc-2c13,394.0,,EtOAc
Cc1cc(C)c(c(c1)C)Nc1c(cc2c3c1cccc3c(=O)n(c2=O)c1c(C)cc(cc1C)C)[N+](=O)[O-],Cc1cc(C)c(Nc2c([N+](=O)[O-])cc3c4c(cccc24)C(=O)N(c2c(C)cc(C)cc2C)C3=O)c(C)c1,442.0,,
CC(c1cccc(c1Nc1c2cccc3c2c(cc1[N+](=O)[O-])c(=O)n(c3=O)c1c(cccc1C(C)C)C(C)C)C(C)C)C,CC(C)c1cccc(C(C)C)c1Nc1c([N+](=O)[O-])cc2c3c(cccc13)C(=O)N(c1c(C(C)C)cccc1C(C)C)C2=O,441.0,,
CNc1c2cccc3c2c(cc1[N+](=O)[O-])c(=O)n(c3=O)C,CNc1c([N+](=O)[O-])cc2c3c(cccc13)C(=O)N(C)C2=O,441.0,,
[O-][N+](=O)c1cc2c3c(c1NC(C)(C)C)cccc3c(=O)n(c2=O)C(C)(C)C,CC(C)(C)Nc1c([N+](=O)[O-])cc2c3c(cccc13)C(=O)N(C(C)(C)C)C2=O,387.0,,
N#CCC#N,N#CCC#N,380.0,88990.0,
O=c1cc[nH]c2c1cccc2,O=c1cc[nH]c2ccccc12,290.0,,Dimethylsulfoxide
O=C1CC=NC=C1,O=C1C=CN=CC1,313.0,,Dimethylsulfoxide
CCOC(=O)c1c[nH]c2c(c1=O)cc(cc2[N+](=O)[O-])F,CCOC(=O)c1c[nH]c2c([N+](=O)[O-])cc(F)cc2c1=O,268.0,,Dimethylsulfoxide
Brc1nc2cscc2nc1Br,Brc1nc2cscc2nc1Br,360.0,,
CCCCCCC(=O)N,CCCCCCC(N)=O,531.0,,
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)N1CNc2c1[nH]cnc2=O,O=c1nc[nH]c2c1NCN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,561.0,,
N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,N#CC(=Cc1ccc(-c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)s1)C(=O)O,385.0,,
Cc1cc(sc1c1ccc(s1)c1sc(cc1C)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Cc1cc(C=C(C#N)C(=O)O)sc1-c1ccc(-c2sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2C)s1,381.0,,
OCCC(=C(N(Cc1cnc(nc1N)C)C=O)C)SSCCC,CCCSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N,475.0,69183.09709,
NC1NC(N)C2C(N1)CC[C@@H](C2)CN1CCC2C1CCCC2,NC1NC(N)C2C[C@@H](CN3CCC4CCCCC43)CCC2N1,370.0,,
Cc1ccc(cc1)C(C)(C)C,Cc1ccc(C(C)(C)C)cc1,370.0,,
c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1,c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1,299.0,,
CN1[C@@H]2CC[C@H]1CC(=O)C2,CN1[C@@H]2CC[C@H]1CC(=O)C2,349.0,,
CO[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(nc1=O)N)COP(=O)(O)O,CO[C@@H]1[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]1n1ccc(N)nc1=O,471.2,,
Oc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1N)NC(=O)c1ccccc1,Nc1ccc(O)c2c1C(=O)c1c(O)ccc(NC(=O)c3ccccc3)c1C2=O,240.0,,
C[C@H](CNc1ncnc2c1c(c1ccccc1)c([nH]2)c1ccccc1)O,C[C@@H](O)CNc1ncnc2[nH]c(-c3ccccc3)c(-c3ccccc3)c12,460.0,,DMF
OC[C@@H](CNc1ncnc2c1c(c1ccccc1)c([nH]2)c1ccccc1)O,OC[C@H](O)CNc1ncnc2[nH]c(-c3ccccc3)c(-c3ccccc3)c12,470.0,,THF
COC(=O)c1c(C(=O)OC)c2n(c1C)nc(cc2)C,COC(=O)c1c(C(=O)OC)c2ccc(C)nn2c1C,380.4,,cyclohexane
COC(=O)c1c(C(=O)OC)c2n(c1CC)nc(cc2)c1ccccc1,CCc1c(C(=O)OC)c(C(=O)OC)c2ccc(-c3ccccc3)nn12,386.0,,cyclohexane
COc1cc(OC)cc2c1cc(c1ccccc1)c(=O)o2,COc1cc(OC)c2cc(-c3ccccc3)c(=O)oc2c1,348.0,,chloroform
COc1ccc2c(c1)oc(=O)c(c2)c1cscc1,COc1ccc2cc(-c3ccsc3)c(=O)oc2c1,372.0,,chloroform
N=C1Cc2ccccc2OC1=O,N=C1Cc2ccccc2OC1=O,366.0,,chloroform
N=C1C(=O)Oc2c(C1=N)cccc2,N=C1C(=N)c2ccccc2OC1=O,374.0,,chloroform
CCN(c1ccc2c(c1)[o+]c1c(c2c2ccccc2C(=O)O)ccc(c1)N(CC)CC)CC.[Cl-],CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1.[Cl-],544.5,,EtOH
SCCC(=O)Nc1ccc2c(c1)c(ncn2)Nc1ccccc1,O=C(CCS)Nc1ccc2ncnc(Nc3ccccc3)c2c1,545.0,,EtOH
c1ccc(cc1)B1C=CC(C1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,C1=CC(c2ccccc2)(c2ccccc2)C(c2ccccc2)(c2ccccc2)B1c1ccccc1,560.0,,
Oc1ccc(cc1C=Nc1nccc(c1)C(=O)O)N=Nc1ccc(cc1)[N+](=O)[O-],O=C(O)c1ccnc(N=Cc2cc(N=Nc3ccc([N+](=O)[O-])cc3)ccc2O)c1,448.0,,Water
Oc1ccc(cc1C=Nc1c(cc(cc1C(C)C)S(=O)(=O)O)C(C)C)N=Nc1ccc(cc1)[N+](=O)[O-],CC(C)c1cc(S(=O)(=O)O)cc(C(C)C)c1N=Cc1cc(N=Nc2ccc([N+](=O)[O-])cc2)ccc1O,380.0,,Chloroform
N#CC(=C(c1ccccc1)C=Cc1cc2c3ccccc3n(c2cc1OC)C)C#N,COc1cc2c(cc1C=CC(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,476.0,,DMSO
N#CC(=Cc1cc2c(cc1OC)n(c1c2cccc1)C)c1nc2c(s1)cccc2,COc1cc2c(cc1C=C(C#N)c1nc3ccccc3s1)c1ccccc1n2C,443.0,,DMSO
S=C=S,S=C=S,419.0,,DCM
COc1ccc2c(c1c1c(OC)ccc3c1ccc(c3)C(C)(C)C)ccc(c2)C(C)(C)C,COc1ccc2cc(C(C)(C)C)ccc2c1-c1c(OC)ccc2cc(C(C)(C)C)ccc12,342.0,,CH 2 Cl 2 + 0.2 mmol l − 1 Bu 4 NBF
c1cc2cccc3c2c(c1)c1cccc2c1c3ccc2,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,450.0,,CH 2 Cl 2 + 0.2 mmol l − 1 Bu 4 NBF
CC[NH+](CCON=C(c1ccc(cc1)C)C)CC.[Cl-],CC[NH+](CC)CCON=C(C)c1ccc(C)cc1.[Cl-],370.0,,
CCN(C(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)CC,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,550.0,,
OC(=O)[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,O=C(O)[C@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,343.0,,
OC(=O)C=Cc1ccc(c(c1)O)O,O=C(O)C=Cc1ccc(O)c(O)c1,324.5,,
OC(=O)C(C(C(=O)C=Cc1ccc(cc1)O)(C(=O)O)O)O,O=C(O)C(O)C(O)(C(=O)O)C(=O)C=Cc1ccc(O)cc1,314.9,,
O=C(O[C@@H](C(=O)O)Cc1ccc(c(c1)O)O)C=Cc1ccc(c(c1)O)O,O=C(C=Cc1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,329.0,,
c1ccc(cc1)c1nc(nnc1c1ccccc1)c1ccc(cc1)c1nnc(c(n1)c1ccccc1)c1ccccc1,c1ccc(-c2nnc(-c3ccc(-c4nnc(-c5ccccc5)c(-c5ccccc5)n4)cc3)nc2-c2ccccc2)cc1,276.0,,
c1ccc2c(c1)oc(n2)c1ccc(cc1)c1nc2c([nH]1)c1ccccc1c1c2cccc1,c1ccc2oc(-c3ccc(-c4nc5c6ccccc6c6ccccc6c5[nH]4)cc3)nc2c1,376.0,,
c1ccc(cc1)c1[nH]c(nc1c1ccccc1)c1ccc(cc1)c1nc2c(o1)cccc2,c1ccc(-c2nc(-c3ccc(-c4nc5ccccc5o4)cc3)[nH]c2-c2ccccc2)cc1,357.0,,
c1ccc(cc1)C=Cc1nc2c([nH]1)c1ccccc1c1c2cccc1,C(=Cc1nc2c3ccccc3c3ccccc3c2[nH]1)c1ccccc1,367.0,,
O,O,330.0,16982.43652,
O=C1OC(=O)C(=C1c1c(C)sc2c1cccc2)c1c(C)sc2c1cccc2,Cc1sc2ccccc2c1C1=C(c2c(C)sc3ccccc23)C(=O)OC1=O,403.0,,
O=C1N(C)C(=O)C(=C1c1c(C)sc2c1cccc2)c1c(C)sc2c1cccc2,Cc1sc2ccccc2c1C1=C(c2c(C)sc3ccccc23)C(=O)N(C)C1=O,397.0,,
O=C1C(=C(C(=O)N1C)c1c(C)sc2c1cccc2)c1c(C)[nH]c2c1cccc2,Cc1[nH]c2ccccc2c1C1=C(c2c(C)sc3ccccc23)C(=O)N(C)C1=O,447.0,,
CCCn1c(C)c(c2c1cccc2)C1=C(C(=O)N(C1=O)C)c1c(C)sc2c1cccc2,CCCn1c(C)c(C2=C(c3c(C)sc4ccccc34)C(=O)N(C)C2=O)c2ccccc21,454.0,,
COc1ccc2c(c1)ccc(c2)C=Cc1ccnc(n1)c1ccccc1,COc1ccc2cc(C=Cc3ccnc(-c4ccccc4)n3)ccc2c1,351.0,,
CN(c1ccc2c(c1)[s+]c1c(n2)ccc(c1)N(C)C)C.[Cl-],CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-],365.0,,
SC[C@H](C(=O)NCC(=O)O)Cc1ccccc1,O=C(O)CNC(=O)[C@@H](CS)Cc1ccccc1,365.0,,
CCCCO,CCCCO,425.0,,Butanol
C(CCn1c(=O)c2c(c1c1cccs1)c(=O)n(c2c1cccs1)C(C)CC)CC,CCCCCN1C(=O)C2=C(c3cccs3)N(C(C)CC)C(=O)C2=C1c1cccs1,549.0,,
Cn1c(=O)c2c(c1c1ccc(s1)c1ccc(cc1)OC)c(=O)n(c2c1ccc(s1)c1ccc(cc1)OC)C,COc1ccc(-c2ccc(C3=C4C(=O)N(C)C(c5ccc(-c6ccc(OC)cc6)s5)=C4C(=O)N3C)s2)cc1,605.0,,
C(CCn1c(=O)c2c(c1c1ccc(s1)c1ccc(cc1)OC)c(=O)n(c2c1ccc(s1)c1ccc(cc1)OC)C(C)CC)CC,CCCCCN1C(=O)C2=C(c3ccc(-c4ccc(OC)cc4)s3)N(C(C)CC)C(=O)C2=C1c1ccc(-c2ccc(OC)cc2)s1,568.0,,
Nc1nc(=O)c2c([nH]1)n(C(P(=O)(O)O)(F)F)cn2,Nc1nc(=O)c2ncn(C(F)(F)P(=O)(O)O)c2[nH]1,397.0,,CH 2 Cl
O=c1ccc2c([nH]1)cccc2,O=c1ccc2ccccc2[nH]1,437.0,,
c1ccc(cc1)c1ccc2c(c1)cc1c(c2)cccc1,c1ccc(-c2ccc3cc4ccccc4cc3c2)cc1,317.0,,
CC1(C)c2cc3cc4ccccc4cc3cc2c2c1cccc2,CC1(C)c2ccccc2-c2cc3cc4ccccc4cc3cc21,338.0,,
c1ccc2c(c1)cc1c(c2)cc2c(c1)c1ccccc1o2,c1ccc2cc3cc4c(cc3cc2c1)oc1ccccc14,352.0,,
c1ccc2c(c1)cc1c(c2)cc2c(c1)c1ccccc1s2,c1ccc2cc3cc4c(cc3cc2c1)sc1ccccc14,344.0,,
CCCc1ccc2c(c1)c1cc3cc4ccccc4cc3cc1n2CC,CCCc1ccc2c(c1)c1cc3cc4ccccc4cc3cc1n2CC,360.0,,
CCOC(=O)c1ccn2c(c1)nc1c2cccc1,CCOC(=O)c1ccn2c(c1)nc1ccccc12,248.0,42213.0,dichloromethane
CCOC(=O)c1cc2nc3c(n2cc1C)cccc3,CCOC(=O)c1cc2nc3ccccc3n2cc1C,253.0,49202.0,dichloromethane
CCOC(=O)c1ccn2c(c1C)nc1c2cccc1,CCOC(=O)c1ccn2c(nc3ccccc32)c1C,250.0,40822.0,dichloromethane
CCOC(=O)c1c(C)cn2c(c1C)nc1c2cccc1,CCOC(=O)c1c(C)cn2c(nc3ccccc32)c1C,250.0,55090.0,dichloromethane
CCOC(=O)c1ccn2c(c1c1ccccc1)nc1c2cccc1,CCOC(=O)c1ccn2c(nc3ccccc32)c1-c1ccccc1,256.0,45612.0,dichloromethane
CCOC(=O)c1c(C)cn2c(c1c1ccccc1)nc1c2cccc1,CCOC(=O)c1c(C)cn2c(nc3ccccc32)c1-c1ccccc1,253.0,48410.0,dichloromethane
CCOC(=O)c1ccn2c(c1C)nc1c2cc(c(c1)C)C,CCOC(=O)c1ccn2c(nc3cc(C)c(C)cc32)c1C,252.0,38855.0,dichloromethane
CCOC(=O)c1c(C)cn2c(c1C)nc1c2cc(c(c1)C)C,CCOC(=O)c1c(C)cn2c(nc3cc(C)c(C)cc32)c1C,251.0,47854.0,dichloromethane
CCOC(=O)c1ccn2c(c1c1ccccc1)nc1c2cc(c(c1)C)C,CCOC(=O)c1ccn2c(nc3cc(C)c(C)cc32)c1-c1ccccc1,228.0,33071.0,dichloromethane
CCOC(=O)c1c(C)cn2c(c1c1ccccc1)nc1c2cc(c(c1)C)C,CCOC(=O)c1c(C)cn2c(nc3cc(C)c(C)cc32)c1-c1ccccc1,258.0,46168.0,dichloromethane
[H],[H],477.0,,chloroform
Nc1ccc2c(c1)[n+](C)c1c(c2)ccc(c1)N.[Cl-],C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.[Cl-],365.0,,
Fc1c[nH]c(=O)[nH]c1=O,O=c1[nH]cc(F)c(=O)[nH]1,269.0,,
CN([C@@H]1C(=O)C(=C(O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C(O)c3c([C@@]1(C)O)cccc3O)C2=O)O)C,CN(C)[C@@H]1C(=O)C(=C(N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,369.0,,
Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)O,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,267.0,,
c1ccc2c(c1)Cc1c2c2Cc3c(c2c2c1c1ccccc1C2)cccc3,c1ccc2c(c1)Cc1c-2c2c(c3c1-c1ccccc1C3)-c1ccccc1C2,298.0,49500.0,N
O=C1c2ccccc2C(=O)c2c1ccc(c2O)O,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,429.0,,
Oc1c(O)cc(c2c1C(=O)c1ccccc1C2=O)O,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,482.0,,
CCOc1ccc2c(c1O)C(=O)c1c(C2=O)cccc1,CCOc1ccc2c(c1O)C(=O)c1ccccc1C2=O,425.0,,
Oc1c(OCc2ccccc2)ccc2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2c1ccc(OCc1ccccc1)c2O,423.0,,
O=C1c2c(OCc3ccccc3)c(OCc3ccccc3)ccc2C(=O)c2c1cccc2,O=C1c2ccccc2C(=O)c2c1ccc(OCc1ccccc1)c2OCc1ccccc1,375.0,,
COC(=O)CCCOc1ccc2c(c1O)C(=O)c1c(C2=O)cccc1,COC(=O)CCCOc1ccc2c(c1O)C(=O)c1ccccc1C2=O,424.0,,
Oc1c(OCc2ccccc2)cc(c2c1C(=O)c1ccccc1C2=O)O,O=C1c2ccccc2C(=O)c2c(O)c(OCc3ccccc3)cc(O)c21,480.0,,
O=C1c2c(OCc3ccccc3)c(OCc3ccccc3)cc(c2C(=O)c2c1cccc2)O,O=C1c2ccccc2C(=O)c2c(OCc3ccccc3)c(OCc3ccccc3)cc(O)c21,429.0,,
COC(=O)CCCOc1cc(O)c2c(c1O)C(=O)c1c(C2=O)cccc1,COC(=O)CCCOc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,480.0,,
O=C(Nc1cccc2c1cc1ccccc1c2)Nc1ccccc1,O=C(Nc1ccccc1)Nc1cccc2cc3ccccc3cc12,476.0,,
O=C(Nc1ccc2c(c1)cc1c(c2)cccc1)Nc1ccccc1,O=C(Nc1ccccc1)Nc1ccc2cc3ccccc3cc2c1,449.0,,
c1ccc(cc1)c1[nH]c(nc1c1ccccc1)c1ccc(s1)c1nc(c([nH]1)c1ccccc1)c1ccccc1,c1ccc(-c2nc(-c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)[nH]4)s3)[nH]c2-c2ccccc2)cc1,385.0,,MeCN
Cn1c(nc(c1c1ccccc1)c1ccccc1)c1ccc(s1)c1nc(c(n1C)c1ccccc1)c1ccccc1,Cn1c(-c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)n3C)s2)nc(-c2ccccc2)c1-c1ccccc1,365.0,,MeCN
c1ccc(cc1)c1nc(c([nH]1)c1ccccc1)c1ccccc1,c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,312.0,,MeCN
OC(=O)c1ccc2c3c1ccc1c3c(cc2)ccc1,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,323.0,,Toluene
OCc1ccc2c3c1ccc1c3c(cc2)ccc1,OCc1ccc2ccc3cccc4ccc1c2c34,316.0,,Toluene
c1cccnc1,c1ccncc1,296.0,,Toluene
OC(=O)CC[C@@H](C(=O)O)NCc1c(cnc(c1O)C)COP(=O)(O)O,Cc1ncc(COP(=O)(O)O)c(CN[C@@H](CCC(=O)O)C(=O)O)c1O,591.0,,
N#CC(=C1C=C(C=Cc2ccc(cc2)N(C)C)OC(=C1)C=Cc1ccc(cc1)N(C)C)C(=O)O,CN(C)c1ccc(C=CC2=CC(=C(C#N)C(=O)O)C=C(C=Cc3ccc(N(C)C)cc3)O2)cc1,459.0,,
N#CC(=C1C=C(C=Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)OC(=C1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,N#CC(C(=O)O)=C1C=C(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)OC(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)=C1,460.0,,
O=C(c1ccc2c(c1)c(=O)c1c(o2)cccc1)c1ccccc1,O=C(c1ccccc1)c1ccc2oc3ccccc3c(=O)c2c1,315.0,,MeCN
COc1ccc(c(c1)O)C=Nc1ccccc1,COc1ccc(C=Nc2ccccc2)c(O)c1,365.0,,
C(COc1cc(C=Cc2ccc(cc2)N(C)C)c(cc1C=Cc1ccc(cc1)N(C)C)OCC(C)CC)CC,CCCCOc1cc(C=Cc2ccc(N(C)C)cc2)c(OCC(C)CC)cc1C=Cc1ccc(N(C)C)cc1,419.0,,
C(COc1cc(C=Cc2ccc(cc2)OC)c(cc1C=Cc1ccc(cc1)OC)OCC(C)CC)CC,CCCCOc1cc(C=Cc2ccc(OC)cc2)c(OCC(C)CC)cc1C=Cc1ccc(OC)cc1,394.0,,
C(COc1cc(C=Cc2ccc(cc2)C)c(cc1C=Cc1ccc(cc1)C)OCC(C)CC)CC,CCCCOc1cc(C=Cc2ccc(C)cc2)c(OCC(C)CC)cc1C=Cc1ccc(C)cc1,391.0,,
C(COc1cc(C=Cc2ccc(cc2)Cl)c(cc1C=Cc1ccc(cc1)Cl)OCC(C)CC)CC,CCCCOc1cc(C=Cc2ccc(Cl)cc2)c(OCC(C)CC)cc1C=Cc1ccc(Cl)cc1,396.0,,
C(COc1cc(C=Cc2ccc(cc2)C#N)c(cc1C=Cc1ccc(cc1)C#N)OCC(C)CC)CC,CCCCOc1cc(C=Cc2ccc(C#N)cc2)c(OCC(C)CC)cc1C=Cc1ccc(C#N)cc1,415.0,,
C(COc1cc(C=Cc2ccc(cc2)[N+](=O)[O-])c(cc1C=Cc1ccc(cc1)[N+](=O)[O-])OCC(C)CC)CC,CCCCOc1cc(C=Cc2ccc([N+](=O)[O-])cc2)c(OCC(C)CC)cc1C=Cc1ccc([N+](=O)[O-])cc1,444.0,,
Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,278.0,,
CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,385.0,,
Cc1ccc(c(c1)OC(C(=O)O)(C)C)C,Cc1ccc(C)c(OC(C)(C)C(=O)O)c1,830.0,,
COc1ccc2c(c1)ccc(c2)C(C(=O)O)C,COc1ccc2cc(C(C)C(=O)O)ccc2c1,252.0,,
OCCn1c(C)ncc1[N+](=O)[O-],Cc1ncc([N+](=O)[O-])n1CCO,720.0,,
OC(=O)C(Oc1ccc(cc1)Cl)(C)C,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,601.0,,
CNC(=C[N+](=O)[O-])NCCSCc1ccc(o1)CN(C)C,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,299.0,,
c1ccc2c(c1)Cc1c2cccc1,c1ccc2c(c1)Cc1ccccc1-2,375.0,,
CN=Cc1cccs1,CN=Cc1cccs1,253.0,,
CN=Cc1ccc2c(c1)Cc1c2cccc1,CN=Cc1ccc2c(c1)Cc1ccccc1-2,305.0,,
C1(C)c2cc(C=NC)ccc2c2c1cc(C=NC)cc2,CN=Cc1ccc2c(c1)C(C)c1cc(C=NC)ccc1-2,306.0,,
c1ccc(cc1)CN=Cc1ccc2c(c1)Cc1c2cccc1,C(=NCc1ccccc1)c1ccc2c(c1)Cc1ccccc1-2,307.0,,
CCn1cc(C(=O)O)c(=O)c2c1cc(N1CCNCC1)c(c2)F,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,273.0,,
FC1(F)C(F)(F)C(=C(C1(F)F)c1cc(sc1C#Cc1ccccc1)c1ccccc1)c1cc(sc1C#Cc1ccccc1)c1ccccc1,FC1(F)C(c2cc(-c3ccccc3)sc2C#Cc2ccccc2)=C(c2cc(-c3ccccc3)sc2C#Cc2ccccc2)C(F)(F)C1(F)F,308.0,,
Cc1ccc(cc1)c1cc(c(s1)C#Cc1ccccc1)C1=C(c2cc(sc2C#Cc2ccccc2)c2ccc(cc2)C)C(C(C1(F)F)(F)F)(F)F,Cc1ccc(-c2cc(C3=C(c4cc(-c5ccc(C)cc5)sc4C#Cc4ccccc4)C(F)(F)C(F)(F)C3(F)F)c(C#Cc3ccccc3)s2)cc1,312.0,,
O=C(c1ccccc1)c1ccc(cc1)c1scc(c1)NC(=O)C(=C)C,C=C(C)C(=O)Nc1csc(-c2ccc(C(=O)c3ccccc3)cc2)c1,251.0,,chloroform
Clc1ccc(cc1)C(=O)c1ccc(cc1)c1scc(c1)NC(=O)C(=C)C,C=C(C)C(=O)Nc1csc(-c2ccc(C(=O)c3ccc(Cl)cc3)cc2)c1,256.0,,chloroform
CN(CCC=C1c2ccccc2Sc2c1cc(Cl)cc2)C,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,620.0,,
CN(c1ccc(cc1)C=Cc1ccc(c(c1)O)[N+](=O)[O-])C,CN(C)c1ccc(C=Cc2ccc([N+](=O)[O-])c(O)c2)cc1,462.0,,Cyclohexane
c1ccc(cc1)C=Cc1ccccc1,C(=Cc1ccccc1)c1ccccc1,412.0,,THF
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],406.0,,
OCCOc1ccc(cc1)C(CC(C)(C)C)(C)C,CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1,405.0,,
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],401.0,,
CCN1c2cc(sc2C(C21C=Cc1c(O2)ccc(c1)[N+](=O)[O-])(C)C)C,CCN1c2cc(C)sc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2,613.0,,Toluene
COC(=O)c1c(C)sc2c1N(C)C1(C2(C)C)C=Cc2c(O1)ccc1c2cccc1,COC(=O)c1c(C)sc2c1N(C)C1(C=Cc3c(ccc4ccccc34)O1)C2(C)C,564.0,,Toluene
Cc1ccc(cc1)OP(=O)(Oc1ccc(cc1)C)Oc1ccc(cc1)C,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,414.0,,
c1ccc(cc1)N(c1ccccc1)c1ccccc1,c1ccc(N(c2ccccc2)c2ccccc2)cc1,300.0,,
